All,ಎಲ್ಲಾ
"See Balance","ಬಾಕಿಯನ್ನು ವೀಕ್ಷಿಸಿ"
"Gift Card %1 was removed.","ಗಿಫ್ಟ್ ಕಾರ್ಡ್ %1 ಅನ್ನು ತೆಗೆದುಹಾಕಲಾಗಿದೆ."
"Gift Card %1 was added.","ಗಿಫ್ಟ್ ಕಾರ್ಡ್ %1 ಅನ್ನು ಸೇರಿಸಲಾಗಿದೆ."
"Gift Card Email Sender","ಗಿಫ್ಟ್ ಕಾರ್ಡ್ ಮಿಂಚೆ ರವಾನೆದಾರ"
"Gift Card Template","ಗಿಫ್ಟ್ ಕಾರ್ಡ್ ನ ಮಾದರಿ"
"Gift Card Account General Settings","ಗಿಫ್ಟ್ ಕಾರ್ಡ್ ಖಾತೆಯ ಸಾಮಾನ್ಯ ಸಂಯೋಜನೆಗಳು"
"Code Length","ಸಂಕೇತದ ಉದ್ದ"
"Code Format","ಸಂಕೇತದ ಮಾದರಿ"
"Code Prefix","ಸಂಕೇತದ ಪೂರ್ವಪ್ರತ್ಯಯ"
"Code Suffix","ಸಂಕೇತದ ಅಂತ್ಯಪ್ರತ್ಯಯ"
"Are you sure you want to delete these gift card accounts?","ಈ ಗಿಫ್ಟ್ ಕಾರ್ಡ್ ಖಾತೆಗಳನ್ನು ನೀವು ಖಚಿತವಾಗಿಯೂ ಅಳಿಸಲು ಬಯಸುತ್ತೀರ?"
OK,ಸರಿ
"Gift Options","ಕೊಡುಗೆ ಆಯ್ಕೆಗಳು"
"Add Gift Options","ಕೊಡುಗೆ ಆಯ್ಕೆಗಳನ್ನು ಸೇರಿಸಿ"
"Gift Options for Individual Items","ಪ್ರತ್ಯೇಕ ವಸ್ತುಗಳಿಗೆ ಗಿಫ್ಟ್ ಆಯ್ಕೆಗಳು"
"Add Gift Options for Individual Items","ಪ್ರತ್ಯೇಕ ವಸ್ತುಗಳಿಗೆ ಗಿಫ್ಟ್ ಆಯ್ಕೆಗಳನ್ನು ಸೇರಿಸಿ"
"Gift Message (optional)","ಕೊಡುಗೆ ಸಂದೇಶ (ಐಚ್ಛಿಕ)"
"Gift options","ಕೊಡುಗೆ ಆಯ್ಕೆಗಳು"
"Product ID","ಉತ್ಪನ್ನ ID"
"Are you sure you want to add these products?","ಈ ಉತ್ಪನ್ನಗಳನ್ನು ನೀವು ಖಚಿತವಾಗಿಯೂ ಸೇರಿಸಲು ಬಯಸುವಿರಾ?"
Requested,ವಿನಂತಿಸಿದೆ
Fulfilled,ಪೂರೈಸಿದೆ
Note,ಟಿಪ್ಪಣಿ
"Update Quantity","ಪರಿಮಾಣವನ್ನು ಪರಿಷ್ಕರಿಸಿ"
"Remove Item","ವಸ್ತುವನ್ನು ತೆಗೆದುಹಾಕಿ"
"Sharing Information","ಹಂಚಿಕೆ ಮಾಹಿತಿ"
Emails,ಮಿಂಚೆಗಳು
"Total Items","ಒಟ್ಟು ವಸ್ತುಗಳು"
Remaining,ಉಳಿದಿರುವ
Public,ಸಾರ್ವಜನಿಕ
"Add Attribute","ಗುಣವಿಶೇಷವನ್ನು ಸೇರಿಸಿ"
Short,ಚಿಕ್ಕದಾದ
Long,ಉದ್ದವಾದ
Full,ತುಂಬಿ
"%1 email(s) were sent.","%1 ಮಿಂಚೆ(ಗಳ) ನ್ನು ಕಳುಹಿಸಲಾಗಿದೆ."
"Please enter the ""%1"".","ದಯವಿಟ್ಟು ""%1"" ನ್ನು ನಮೂದಿಸಿ."
"Please enter the correct ""%1"".","ದಯವಿಟ್ಟು ಸರಿಯಾದ ""%1"" ನ್ನು ನಮೂದಿಸಿ."
"Product has required options.","ಉತ್ಪನ್ನವು ಅಗತ್ಯವಿರುವ ಆಯ್ಕೆಗಳನ್ನು ಹೊಂದಿದೆ."
"You need to enter sender data.","ನೀವು ರವಾನೆದಾರರ ದತ್ತಾಂಶವನ್ನು ನಮೂದಿಸಬೇಕು."
"Please add invitees.","ದಯವಿಟ್ಟು ಆಹ್ವಾನಿತರನ್ನು ಸೇರಿಸಿ."
"Please enter a valid invitee email address.","ದಯವಿಟ್ಟು ಆಹ್ವಾನಿತರ ಸರಿಯಾದ ಮಿಂಚೆ ವಿಳಾಸವನ್ನು ನಮೂದಿಸಿ."
"Please enter an invitee name.","ದಯವಿಟ್ಟು ಆಹ್ವಾನಿತರ ಹೆಸರೊಂದನ್ನು ನಮೂದಿಸಿ."
Private,ಖಾಸಗಿ
"Please enter the title.","ದಯವಿಟ್ಟು ಶೀರ್ಷಿಕೆನ್ನು ನಮೂದಿಸಿ."
"Please enter the message.","ದಯವಿಟ್ಟು ಸಂದೇಶವನ್ನು ನಮೂದಿಸಿ."
"Please enter correct the Privacy setting.","ದಯವಿಟ್ಟು ಸರಿಯಾದ ಗೌಪ್ಯತಾ ಸಂಯೋಜನೆಯನ್ನು ನಮೂದಿಸಿ."
"This product(s) is out of stock.","ಈ ಉತ್ಪನ್ನ(ಗಳು) ದಾಸ್ತಾನಿನಲ್ಲಿಲ್ಲ."
New,ಹೊಸ
"Please enter the first name.","ದಯವಿಟ್ಟು ಮೊದಲ ಹೆಸರನ್ನು ನಮೂದಿಸಿ."
"Please enter the last name.","ದಯವಿಟ್ಟು ಕೊನೆಯ ಹೆಸರನ್ನು ನಮೂದಿಸಿ."
"Please enter a valid email address(for example, daniel@x.com).","ದಯವಿಟ್ಟು ಸರಿಯಾದ ಮಿಂಚೆ ವಿಳಾಸವನ್ನು ನಮೂದಿಸಿ (ಉದಾ: johndoe@x.com)."
"-- All --","-- ಎಲ್ಲಾ --"
Owner,ಮಾಲೀಕರು
"Created on","ರಚಿಸಿದ ದಿನಾಂಕ"
"Attribute Group","ಗುಣವಿಶೇಷ ಗುಂಪು"
"Is Required",ಅಗತ್ಯವಿದೆ
"Is Searcheable",ಹುಡುಕಬಹುದಾದ
"Show Region","ವಲಯವನ್ನು ಪ್ರದರ್ಶಿಸಿ"
"Date Format","ದಿನಾಂಕದ ಮಾದರಿ"
"Added On","ರಂದು ಸೇರಿಸಿದೆ"
"Qty Fulfilled","ಪೂರೈಸಿದ ಪರಿಮಾಣ"
"Created On","ರಚಿಸಿದ ದಿನಾಂಕ"
"Manage Items","ವಸ್ತುಗಳನ್ನು ನಿರ್ವಹಿಸಿ"
Share,ಹಂಚಿ
Sender,ರವಾನೆದಾರ
Invitee,ಆಹ್ವಾನಿತರು
"Add Invitee","ಆಹ್ವಾನಿತರನ್ನು ಸೇರಿಸಿ"
"Add Registrant","ನೋಂದಣಿದಾರರನ್ನು ಸೇರಿಸಿ"
Type:,ವಿಧ:
"Privacy Settings","ಗೌಪ್ಯತಾ ಸಂಯೋಜನೆಗಳು"
"Requested Quantity","ವಿನಂತಿಸಿದ ಪರಿಮಾಣ"
"Fulfilled Quantity","ಪೂರೈಸಿದ ಪರಿಮಾಣ"
"Total Fulfilled Quantity","ಒಟ್ಟು ಪೂರೈಸಿದ ಪರಿಮಾಣ"
"Remaining Quantity","ಉಳಿದಿರುವ ಪರಿಮಾಣ"
"Required Fields","* ಅಗತ್ಯವಿರುವ ವಿವರಗಳು"
"Search Options","ಹುಡುಕುವಿಕೆಯ ಆಯ್ಕೆಗಳು"
"Search Results","ಹುಡುಕುವಿಕೆಯ ಫಲಿತಾಂಶಗಳು"
Location,ಸ್ಥಳ
"Please enter at least two letters of the name.","ದಯವಿಟ್ಟು ಹೆಸರಿನ ಕನಿಷ್ಟ ಎರಡು ಅಕ್ಷರಗಳನ್ನು ನಮೂದಿಸಿ."
"Please enter at least two letters.","ದಯವಿಟ್ಟು ಕನಿಷ್ಟ ಎರಡು ಅಕ್ಷರಗಳನ್ನು ನಮೂದಿಸಿ."
"Unit Price","ಘಟಕದ ದರ"
"Created For:","ಇವರಿಗಾಗಿ ರಚಿಸಿದೆ:"
"Ship to Recipient Address","ಸ್ವೀಕೃತಿದಾರರ ವಿಳಾಸಕ್ಕೆ ರವಾನಿಸಿ"
"Recipient Address","ಸ್ವೀಕೃತಿದಾರರ ವಿಳಾಸ"
"General Options","ಸಾಮಾನ್ಯ ಆಯ್ಕೆಗಳು"
Listed,ಪಟ್ಟೀಕೃತ
"We can't update the image right now.","ನಾವು ಸಧ್ಯಕ್ಕೆ ಚಿತ್ರವನ್ನು ಪರಿಷ್ಕರಿಸಲಾಗಲಿಲ್ಲ."
"Excluding Tax","ತೆರಿಗೆ ರಹಿತ"
"Including Tax","ತೆರಿಗೆ ಸಹಿತ"
"Including and Excluding Tax","ತೆರಿಗೆ ಸಹಿತ ಮತ್ತು ರಹಿತವಾಗಿ"
"Printed Card","ಮುದ್ರಿಸಿದ ಕಾರ್ಡ್"
"Price Excl. Tax","ದರ ತೆರಿಗೆ ರಹಿತ"
"Price Incl. Tax","ದರ ತೆರಿಗೆ ಸಹಿತ"
"Send Gift Receipt","ಕೊಡುಗೆ ರಸೀತಿಯನ್ನು ಕಳುಹಿಸಿ"
"Add Printed Card","ಮುದ್ರಿಸಿದ ಕಾರ್ಡ್ ಅನ್ನು ಸೇರಿಸಿ"
"Other Gift Options","ಇತರೆ ಕೊಡುಗೆ ಆಯ್ಕೆಗಳು"
"Printed card","ಮುದ್ರಿಸಿದ ಕಾರ್ಡ್"
"Gift receipt","ಕೊಡುಗೆ ರಸೀತಿ"
"No image",ಚಿತ್ರವಿಲ್ಲ
"Gift Receipt","ಕೊಡುಗೆ ರಸೀತಿ"
"Allow Gift Receipt","ಕೊಡುಗೆ ರಸೀತಿಯನ್ನು ಅನುಮತಿಸಿ"
"Allow Printed Card","ಮುದ್ರಿಸಿದ ಕಾರ್ಡ್ ಅನ್ನು ಅನುಮತಿಸಿ"
"Default Price for Printed Card","ಮುದ್ರಿಸಿದ ಕಾರ್ಡ್ ಗೆ ನಿಯೋಜಿತ ದರ"
"Display Printed Card Prices","ಮುದ್ರಿಸಿದ ಕಾರ್ಡ್‍ಗಳ ದರಗಳನ್ನು ಪ್ರದರ್ಶಿಸಿ"
"Google AdWords","ಗೂಗಲ್ ಆಡ್ವರ್ಡ್‍ಗಳು"
"Google API","ಗೂಗಲ್ API"
"Google Analytics","ಗೂಗಲ್ ವಿಶ್ಲೇಶಣೆಗಳು"
"Account Number","ಖಾತೆ ಸಂಖ್ಯೆ"
"Anonymize IP","IPಯನ್ನು ಅನಾಮಿಕಗೊಳಿಸಿ"
"Experiment Code","ಪ್ರಯೋಗ ಸಂಕೇತ"
"Send to Google","ಗೂಗಲ್ ಗೆ ಕಳುಹಿಸಿ"
Creative,ಕ್ರಿಯಾತ್ಮಕ
"Account type","ಖಾತೆಯ ವಿಧ"
"Store code %1 does not exist","ಮಳಿಗೆ ಸಂಕೇತ %1 ಅಸ್ತಿತ್ವದಲ್ಲಿಲ್ಲ"
"Entity code %1 does not exist.","ಘಟಕದ ಸಂಕೇತ %1 ಅಸ್ತಿತ್ವದಲ್ಲಿಲ್ಲ."
"Add Products to Group","ಗುಂಪಿಗೆ ಉತ್ಪನ್ನಗಳನ್ನು ಸೇರಿಸಿ"
"Export Settings","ರಫ್ತು ಸಂಯೋಜನೆಗಳು"
"-- Not Selected --","-- ಆರಿಸಿಲ್ಲ --"
Exclude,ಹೊರಗಿಡಿ
Filter,ಶೋಧಕ
"Import Settings","ರಫ್ತು ಸಂಯೋಜನೆಗಳು"
"File to Import","ಆಮದುಮಾಡಲು ಕಡತ"
"Select File to Import","ಆಮದುಮಾಡಲು ಕಡತವನ್ನು ಆರಿಸಿ"
"File %1 deleted","ಕಡತ %1 ನ್ನು ಅಳಿಸಲಾಗಿದೆ"
Import/Export,ಆಮದು/ರಫ್ತು
"Import History","ಇತಿಹಾಸವನ್ನು ಆಮದುಮಾಡಿ"
"Import history","ಇತಿಹಾಸವನ್ನು ಆಮದುಮಾಡಿ"
"Download full report","ಪೂರ್ಣ ವರದಿಯನ್ನು ಇಳಿಸಿಕೊಳ್ಳಿ"
"Show more","ಇನ್ನು ಹೆಚ್ಚು ತೋರಿಸಿ"
"Additional data","ಹೆಚ್ಚುವರಿ ದತ್ತಾಂಶ"
"Please enter a correct entity.","ದಯವಿಟ್ಟು ಸರಿಯಾದ ಘಟಕವನ್ನು ನಮೂದಿಸಿ."
Add/Update,ಸೇರಿಸಿ/ಪರಿಷ್ಕರಿಸಿ
Replace,ಬದಲಿಸಿ
User,ಬಳಕೆದಾರರು
"File name","ಕಡತದ ಹೆಸರು"
"Update on Save","ಉಳಿಸಿದ ನಂತರ ಪರಿಷ್ಕರಿಸಿ"
Ready,ತಯಾರಿದೆ
Processing,ಸಂಸ್ಕರಣೆಗೊಳ್ಳುತ್ತಿದೆ
"Index Management","ಅನುಬಂಧ ನಿರ್ವಹಣೆ"
"Cheapest price","ಸೂಟಿಯಾದ ಬೆಲೆ"
"Instant Purchase","ತತ್‌ಕ್ಷಣದ ಖರೀದಿ"
"Shipping Method","ಸಾಗಾಣಿಕೆ ವಿಧಾನ"
"Save & Activate","ಉಳಿಸಿ & ಸಕ್ರಿಯಗೊಳಿಸಿ"
Activate,ಸಕ್ರಿಯಗೊಳಿಸಿ
Reauthorize,ಮರುದೃಢೀಕರಿಸಿ
title,ಶೀರ್ಷಿಕೆ
"Available APIs","ಲಭ್ಯವಿರುವ API ಗಳು"
"Lockout Time (seconds)","ನಿರ್ಬಂಧದ ಸಮಯ (ನಿಮಿಷಗಳು)"
Invitations,ಆಹ್ವಾನಗಳು
"Add Invitations","ಆಹ್ವಾನಗಳನ್ನು ಸೇರಿಸಿ"
"New Invitations","ಹೊಸ ಆಹ್ವಾನಗಳು"
"Invitations Information","ಆಹ್ವಾನಗಳ ಮಾಹಿತಿ"
"Invitee Group","ಆಹ್ವಾನಿತರ ಗುಂಪು"
"Discard Invitation","ಆಹ್ವಾನವನ್ನು ವಿಸರ್ಜಿಸಿ"
"Are you sure you want to discard this invitation?","ಈ ಆಹ್ವಾನವನ್ನು ವಿಸರ್ಜಿಸಲು ನೀವು ಖಚಿತವಾಗಿ ಬಯಸುವಿರಾ?"
"Save Invitation","ಆಹ್ವಾನವನ್ನು ಉಳಿಸಿ"
"Send Invitation","ಆಹ್ವಾನವನ್ನು ಕಳಿಸಿ"
"Status History","ಸ್ಥಿತಿ ಇತಿಹಾಸ"
"Please select invitations.","ದಯವಿಟ್ಟು ಆಹ್ವಾನಗಳನ್ನು ಆರಿಸಿ."
"General Report","ಸಾಮಾನ್ಯ ವರದಿ"
"Invitations Report","ಆಹ್ವಾನಗಳ ವರದಿ"
"My Invitations","ನನ್ನ ಆಹ್ವಾನಗಳು"
"By Invitation Only","ಆಹ್ವಾನದ ಮೂಲಕ ಮಾತ್ರ"
"Available to All","ಎಲ್ಲರಿಗೂ ಲಭ್ಯವಿದೆ"
Accepted,ಅಂಗೀಕರಿಸಿದೆ
Discarded,ತಿರಸ್ಕರಿಸಿದೆ
"Invitation Information","ಆಹ್ವಾನದ ಮಾಹಿತಿ"
"Invitation Message","ಆಹ್ವಾನದ ಸಂದೇಶ"
"Invitation URL","ಆಹ್ವಾನದ URL"
Link,ಕೊಂಡಿ
"Invitee Information","ಆಹ್ವಾನಿತರ ಮಾಹಿತಿ"
"Customer ID","ಗ್ರಾಹಕರ ID"
"Back to Invitations","ಆಹ್ವಾನಗಳಿಗೆ ಹಿಂದಿರುಗಿ"
"Enter Email","ಮಿಂಚೆ ನಮೂದಿಸಿ"
"Invited Customers","ಆಹ್ವಾನಿಸಿದ ಗ್ರಾಹಕರು"
Conversion,ಪರಿವರ್ತನೆ
"Invitation Section","ಆಹ್ವಾನಗಳ ವಿಭಾಗ"
Conversions,ಪರಿವರ್ತನೆಗಳು
"Customer Invitations","ಗ್ರಾಹಕರ ಆಹ್ವಾನಗಳು"
"Discard Selected","ಆರಿಸಿದವುಗಳನ್ನು ತ್ಯಜಿಸಿ"
"Send Selected","ಆರಿಸಿದವುಗಳನ್ನು ಕಳುಹಿಸಿ"
Registered,ನೋಂದಾಯಿತ
"Valid Website","ಮಾನ್ಯವಾದ ಜಾಲತಾಣ"
"Invitations Sent","ಆಹ್ವಾನಗಳನ್ನು ಕಳುಹಿಸಿದೆ"
"Invitations Accepted","ಅಂಗೀಕರಿಸಿದ ಆಹ್ವಾನಗಳು"
"Accept Rate","ದರವನ್ನು ಅಂಗೀಕರಿಸಿ"
"Discard Rate","ದರವನ್ನು ತಿರಸ್ಕರಿಸಿ"
"Accepted and Purchased","ಅಂಗೀಕರಿಸಿದ ಮತ್ತು ಖರೀದಿಸಿದ"
Invitation,ಆಹ್ವಾನ
item,ವಸ್ತು
items,ವಸ್ತುಗಳು
"Now Shopping by","ಈಗ ಇದರಂತೆ ಖರೀದಿಸಿ"
"Display Product Count","ಉತ್ಪನ್ನದ ಎಣಿಕೆಗಳನ್ನು ಪ್ರದರ್ಶಿಸಿ"
"No changes","ಯಾವುದೇ ಬದಲಾವಣೆ ಇಲ್ಲ"
"The item was deleted","ವಸ್ತುವನ್ನು ಅಳಿಸಲಾಗಿದೆ"
"All Users","ಎಲ್ಲಾ ಬಳಕೆದಾರರು"
"Admin Actions Log","ಸಾಮೂಹಿಕ ಕ್ರಿಯೆಗಳ ಲಾಗ್"
"%1 & applied","%1 & ಅನ್ವಯಿಸಿದೆ"
"Currency Rates Saved","ಕರೆನ್ಸಿ ದರಗಳನ್ನು ಉಳಿಸಿದೆ"
"More permissions are needed to access this.","ಇದನ್ನು ಪ್ರವೇಶಿಸಲು ಹೆಚ್ಚಿನ ಅನುಮತಿಗಳ ಅಗತ್ಯವಿದೆ."
Success,ಯಶಸ್ಸು
Failure,ವಿಫಲ
Daily,ದೈನಿಕ
Weekly,ಸಾಪ್ತಾಹಿಕ
Monthly,ಮಾಸಿಕ
IP-Address,"IP ವಿಳಾಸ"
"Error Message","ದೋಷದ ಸಂದೇಶ"
"Related Changes","ಸಂಬಂಧಿತ ಬದಲಾವಣೆಗಳು"
"Mass Update","ಸಾಮೂಹಿಕ ಪರಿಷ್ಕರಣೆ"
Move,ಸರಿಸಿ
"Forgot Password","ಗುಪ್ತಪದ ಮರೆತಿರುವಿರಾ"
Print,ಮುದ್ರಿಸಿ
Run,ಓಡಿ
Clean,ಸ್ವಚ್ಛಮಾಡಿ
Fetch,"ಹುಡುಕಿ ತೆಗೆ"
"Update Payment","ಪಾವತಿ ಪರಿಷ್ಕರಿಸಿ"
"Update State","ಸ್ಥಿತಿಯನ್ನು ಪರಿಷ್ಕರಿಸಿ"
Send,ಕಳುಹಿಸಿ
Create,ರಚಿಸಿ
"Cart Price Rules","ಶಾಪಿಂಗ್ ಬುಟ್ಟಿ ದರದ ನಿಯಮಗಳು"
"Manage Websites","ಜಾಲತಾಣಗಳನ್ನು ನಿರ್ವಹಿಸಿ"
"Manage Store Views","ಮಳಿಗೆ ನೋಟ ನಿರ್ವಹಿಸಿ"
"Manage Design","ವಿನ್ಯಾಸ ನಿರ್ವಹಿಸಿ"
"Tax Rules","ತೆರಿಗೆ ನಿಯಮಗಳು"
"Tax Rates","ತೆರಿಗೆ ದರಗಳು"
Widget,ವಿಜೆಟ್
"IP Address","IP ವಿಳಾಸ"
Result,ಫಲಿತಾಂಶಗಳು
"Full Details","ಪೂರ್ಣ ವಿವರಗಳು"
Partners,ಪಾಲುದಾರರು
"Magento Marketplace","Magento ಸಂತೆ"
"Platinum Partners","ಪ್ಲಾಟಿನಂ ಪಾಲುದಾರರು"
"Partner search","ಪಾಲುದಾರರನ್ನು ಹುಡುಕಿ"
"More Partners","ಹೆಚ್ಚು ಪಾಲುದಾರರು"
"Visit Magento Marketplaces","Magento ಸಂತೆಗಳಿಗೆ ಭೇಟಿನೀಡಿ"
"Read More","ಮತ್ತಷ್ಟು ಓದಿರಿ"
"Partner Page","ಪಾಲುದಾರರ ಪುಟ"
"No partners were found","ಪಾಲುದಾರರು ಕಂಡುಬಂದಿಲ್ಲ"
"The ""%1"" file doesn't exist. Verify the file and try again.","""%1"" ಕಡತ ಅಸ್ತಿತ್ವದಲ್ಲಿಲ್ಲ. ಪರಿಶೀಲಿಸಿ ಮತ್ತು ಮತ್ತೊಮ್ಮೆ ಪ್ರಯತ್ನಿಸಿ."
"File %1 is not readable","%1 ಕಡತವನ್ನು ಓದಲಾಗುವುದಿಲ್ಲ"
"File System","ಕಡತ ವ್ಯವಸ್ಥೆ"
"File system","ಕಡತ ವ್ಯವಸ್ಥೆ"
"Unable to save file: %1","ಕಡತವನ್ನು ಉಳಿಸಲಾಗಿಲ್ಲ: %1"
"Image resize: %1","ಚಿತ್ರ ಮರುಗಾತ್ರಿಸಿ:%1"
"Some exception","ಒಂದು exception"
"In Cart","ಶಾಪಿಂಗ್ ಬುಟ್ಟಿಯಲ್ಲಿ"
"Before Order Confirmation","ವ್ಯಾಪಾರಾದೇಶ ಖಚಿತಪಡಿಸುವ ಮುನ್ನ"
"Actual Price","ನಿಜವಾದ ಬೆಲೆ"
"Display Actual Price","ನಿಜವಾದ ಬೆಲೆಯನ್ನು ಪ್ರದರ್ಶಿಸಿ"
Wishlist,ಇಚ್ಛಾಪಟ್ಟಿ
"Customer's Wish List Report","ಗ್ರಾಹಕರ ಇಚ್ಛಾಪಟ್ಟಿ ವರದಿ"
"My Wish Lists","ನನ್ನ ಇಚ್ಛಾಪಟ್ಟಿ"
"Wish List Search","ಇಚ್ಛಾಪಟ್ಟಿ ಹುಡುಕಿ"
"Customer Wish List Report","ಗ್ರಾಹಕರ ಇಚ್ಛಾಪಟ್ಟಿ ವರದಿ"
"We can't move %1 items.","ನಾವು %1 ವಸ್ತುಗಳನ್ನು ಸರಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ."
"We can't add the item to shopping cart.","ನಿಮ್ಮ ಶಾಪಿಂಗ್ ಬುಟ್ಟಿಗೆ ವಸ್ತುವನ್ನು ಸೇರಿಸಲು ನಮಗೆ ಸಾಧ್ಯವಾಗಲಿಲ್ಲ."
"%1's Wish List","%1 ರ ಇಚ್ಛಾಪಟ್ಟಿ"
"%1's Wish List (%2)","%1 ರ ಇಚ್ಛಾಪಟ್ಟಿ(%2)"
"Please enter a valid email address.","ದಯವಿಟ್ಟು ಸರಿಯಾದ ಮಿಂಚೆ ವಿಳಾಸವನ್ನು ನಮೂದಿಸಿ."
"Please enter at least 2 letters of the first name.","ದಯವಿಟ್ಟು ಮೊದಲ ಹೆಸರಿನ ಕನಿಷ್ಟ ಎರಡು ಅಕ್ಷರಗಳನ್ನು ನಮೂದಿಸಿ."
"Please enter at least 2 letters of the last name.","ದಯವಿಟ್ಟು ಕೊನೆಯ ಹೆಸರಿನ ಕನಿಷ್ಟ ಎರಡು ಅಕ್ಷರಗಳನ್ನು ನಮೂದಿಸಿ."
"All Wish Lists","ಎಲ್ಲಾ ಇಚ್ಛಾಪಟ್ಟಿಗಳು"
"Add To Order","ವ್ಯಾಪಾರಾದೇಶಕ್ಕೆ ಸೇರಿಸಿ"
"No items","ಯಾವುದೇ ವಸ್ತುಗಳಿಲ್ಲ"
"Delete Wish List","ಇಚ್ಛಾಪಟ್ಟಿಯನ್ನು ಅಳಿಸಿ"
"Wish List Items","ಇಚ್ಛಾಪಟ್ಟಿಯ ವಸ್ತುಗಳು"
"Create New Wish List","ಹೊಸ ಇಚ್ಛಾಪಟ್ಟಿಯನ್ನು ರಚಿಸಿ"
"Copy to Wish List","ಇಚ್ಛಾಪಟ್ಟಿಗೆ ನಕಲಿಸಿ"
"Wish List Name","ಇಚ್ಛಾಪಟ್ಟಿಯ ಹೆಸರು"
"Create Wish List","ಇಚ್ಛಾಪಟ್ಟಿಯನ್ನು ರಚಿಸಿ"
"Edit Wish List","ಇಚ್ಛಾಪಟ್ಟಿಯನ್ನು ಸಂಪಾದಿಸಿ"
"Public Wish List","ಸಾರ್ವಜನಿಕ ಇಚ್ಛಾಪಟ್ಟಿ"
"Private Wish List","ಖಾಸಗಿ ಇಚ್ಛಾಪಟ್ಟಿ"
"Move Selected to Wish List","ಆರಿಸಿದವುಗಳನ್ನು ಇಚ್ಛಾಪಟ್ಟಿಗೆ ಸರಿಸಿ"
"Copy Selected to Wish List","ಆರಿಸಿದವುಗಳನ್ನು ಇಚ್ಛಾಪಟ್ಟಿಗೆ ನಕಲಿಸಿ"
"Search By","ಅಂತೆ ಹುಡುಕಿ"
"Edit wish list","ಇಚ್ಛಾಪಟ್ಟಿಯನ್ನು ಸಂಪಾದಿಸಿ"
"We can't create the Wish List right now.","ನಾವು ಸಧ್ಯಕ್ಕೆ ಇಚ್ಛಾಪಟ್ಟಿಯನ್ನು ರಚಿಸಲಾಗಲಿಲ್ಲ."
"Wish Lists",ಇಚ್ಛಾಪಟ್ಟಿಗಳು
"My Wish Lists Link","ನನ್ನ ಇಚ್ಛಾಪಟ್ಟಿ ಕೊಂಡಿ"
"Display Wish Lists Summary","ಇಚ್ಛಾಪಟ್ಟಿಯ ಸಾರಾಂಶ ಪ್ರದರ್ಶಿಸಿ"
Added,ಸೇರಿಸಿದೆ
"Wish List Quantity","ಇಚ್ಛಾಪಟ್ಟಿಯ ಪರಿಮಾಣ"
"Store Quantity","ಮಳಿಗೆ ಪರಿಮಾಣ"
"Product Info","ಉತ್ಪನ್ನದ ಮಾಹಿತಿ"
"Billing Information - %1","ಬಿಲ್ಲಿಂಗ್ ಮಾಹಿತಿ - %1"
"Total for this address","ಈ ವಿಳಾಸಕ್ಕೆ ಒಟ್ಟು ಮೊತ್ತ"
"Shipping Methods","ರವಾನೆ ವಿಧಾನಗಳು"
"Edit Billing Address","ಬಿಲ್ಲಿಂಗ್ ವಿಳಾಸ ಸಂಪಾದಿಸಿ"
"Edit Shipping Address","ರವಾನೆ ವಿಳಾಸ ಸಂಪಾದಿಸಿ"
"Create Billing Address","ಬಿಲ್ಲಿಂಗ್ ವಿಳಾಸ ರಚಿಸಿ"
"Create Shipping Address","ರವಾನೆ ವಿಳಾಸ ರಚಿಸಿ"
"Select Addresses","ವಿಳಾಸಗಳನ್ನು ಆರಿಸಿ"
